timestamp,user_id,movie_id,feedback
2025-06-26T17:44:31.869399,1,626,like
2025-06-26T17:44:47.709547,1,626,like
2025-06-26T17:45:38.030669,2,1137,dislike
2025-06-26T17:46:52.367063,3,1055,clicked
